id,parent,address,pname,cityname,type,typecode,shopinfo,childtype,adname,name,location,tel,lng,lat
B027802B5D,[],振兴中路63号,山东省,枣庄市,体育休闲服务;休闲场所;游乐场|风景名胜;风景名胜;风景名胜,080501|110200,2,[],市中区,儿童乐园,"117.562187,34.845016",0632-3313662,117.562187,34.845016
B0FFMCJTS7,[],光明大道与欣兴路交叉口南240米,山东省,枣庄市,风景名胜;风景名胜;风景名胜,110200,2,[],薛城区,杨峪风景区,"117.417874,34.818291",[],117.417874,34.818291
B02780RF5E,[],长江东路段(舜耕中学),山东省,枣庄市,风景名胜;公园广场;城市广场,110105,2,[],薛城区,奚仲广场,"117.285894,34.780103",[],117.285894,34.780103
B0278052FN,[],文化西路,山东省,枣庄市,风景名胜;风景名胜;风景名胜,110200,2,[],市中区,东湖公园,"117.531722,34.851625",[],117.531722,34.851625
B0FFH270OC,[],光明大道3656号,山东省,枣庄市,风景名胜;公园广场;城市广场,110105,2,[],薛城区,太阳广场,"117.312575,34.804244",[],117.312575,34.804244
B0HG7HKV28,[],榴园镇贾泉村西,山东省,枣庄市,风景名胜;风景名胜;风景名胜,110200,2,[],峄城区,榴宝庄园,"117.467391,34.770311",0632-7050688,117.467391,34.770311
B0FFL1QPQP,[],尚军路,山东省,淄博市,风景名胜;风景名胜;风景名胜,110200,2,[],张店区,花山公园,"118.119490,36.824708",[],118.11949,36.824708
B0FFFAP9JY,[],湖田镇309国道旁,山东省,淄博市,风景名胜;风景名胜;风景名胜,110200,2,[],张店区,玉黛湖生态乡村庄园,"118.145252,36.805090",0533-2070788,118.145252,36.80509
B021500B4F,[],共青团东路30号,山东省,淄博市,风景名胜;公园广场;公园,110101,2,[],张店区,张店儿童公园,"118.071556,36.801765",[],118.071556,36.801765
B0FFG295BU,[],长周路附近,山东省,淄博市,风景名胜;风景名胜;风景名胜|体育休闲服务;体育休闲服务场所;体育休闲服务场所,110200|080000,2,[],周村区,文昌湖旅游度假区,"117.876879,36.694007",[],117.876879,36.694007
B021504LJ4,[],世纪路28号(王舍路与世纪路交叉路口),山东省,淄博市,风景名胜;公园广场;植物园,110103,2,[],张店区,淄博市植物园,"118.029484,36.792359",[],118.029484,36.792359
B021504JNV,[],新建中路1号,山东省,淄博市,风景名胜;风景名胜;国家级景点,110202,2,[],周村区,周村古商城,"117.840993,36.798380",0533-6436166;0533-6430009,117.840993,36.79838
B0FFH89CNX,[],和平路,山东省,淄博市,风景名胜;公园广场;公园,110101,2,[],张店区,孝妇河湿地公园,"117.981230,36.790452",0533-2801992,117.98123,36.790452
B02150RD9V,[],卫固镇太平村,山东省,淄博市,风景名胜;风景名胜;风景名胜,110200,2,[],张店区,黑铁山风景区,"118.164113,36.842767",[],118.164113,36.842767
B0FFGPN0SX,[],东郊6公里309国道北侧,山东省,淄博市,风景名胜;风景名胜;省级景点,110203,2,[],张店区,玉黛湖风景区,"118.146248,36.808523",0533-2070788,118.146248,36.808523
B021503YM3,[],杏园街道三零九国道湖田路段玉黛湖风景区东,山东省,淄博市,风景名胜;公园广场;动物园,110102,2,[],张店区,淄博动物园,"118.150432,36.809080",0533-2070770;0533-2070776,118.150432,36.80908
